Date,AMV
2016-12-27,9100.0
2016-12-28,9100.0
2016-12-29,9100.0
2016-12-30,9100.0
2017-01-03,9100.0
2017-01-04,9100.0
2017-01-05,8200.0
2017-01-06,9000.0
2017-01-09,8300.0
2017-01-10,8300.0
2017-01-11,7500.0
2017-01-12,7500.0
2017-01-13,8200.0
2017-01-17,9100.0
2017-01-18,8200.0
2017-01-19,8900.0
2017-01-20,8900.0
2017-01-23,8900.0
2017-01-24,8900.0
2017-01-25,8900.0
2017-01-26,8900.0
2017-01-27,8900.0
2017-01-30,8900.0
2017-01-31,8900.0
2017-02-01,8900.0
2017-02-02,8900.0
2017-02-03,8900.0
2017-02-06,8800.0
2017-02-07,8800.0
2017-02-08,8100.0
2017-02-09,8000.0
2017-02-10,8000.0
2017-02-13,8000.0
2017-02-14,7800.0
2017-02-15,
2017-02-16,7800.0
2017-02-17,8500.0
2017-02-21,9000.0
2017-02-22,8600.0
2017-02-23,9400.0
2017-02-24,10300.0
2017-02-27,11300.0
2017-02-28,11800.0
2017-03-01,12000.0
2017-03-02,12500.0
2017-03-03,12800.0
2017-03-06,12800.0
2017-03-07,12800.0
2017-03-08,13500.0
2017-03-09,13500.0
2017-03-10,13500.0
2017-03-13,14000.0
2017-03-14,14000.0
2017-03-15,14000.0
2017-03-16,13500.0
2017-03-17,13500.0
2017-03-20,14200.0
2017-03-21,14500.0
2017-03-22,14900.0
2017-03-23,14900.0
2017-03-24,15000.0
2017-03-27,15000.0
2017-03-28,15500.0
2017-03-29,15500.0
2017-03-30,14500.0
2017-03-31,14700.0
2017-04-03,15100.0
2017-04-04,15100.0
2017-04-05,15700.0
2017-04-06,15700.0
2017-04-07,15900.0
2017-04-10,16000.0
2017-04-11,15600.0
2017-04-12,15600.0
2017-04-13,15000.0
2017-04-17,15600.0
2017-04-18,15600.0
2017-04-19,15000.0
2017-04-20,16500.0
2017-04-21,17500.0
2017-04-24,17500.0
2017-04-25,17500.0
2017-04-26,17500.0
2017-04-27,17900.0
2017-04-28,17500.0
2017-05-01,17500.0
2017-05-02,17500.0
2017-05-03,18000.0
2017-05-04,17200.0
2017-05-05,17200.0
2017-05-08,17000.0
2017-05-09,16500.0
2017-05-10,17000.0
2017-05-11,17000.0
2017-05-12,17000.0
2017-05-15,17000.0
2017-05-16,17500.0
2017-05-17,17500.0
2017-05-18,17600.0
2017-05-19,17600.0
2017-05-22,18500.0
2017-05-23,18500.0
2017-05-24,18500.0
2017-05-25,18500.0
2017-05-26,18500.0
2017-05-30,18000.0
2017-05-31,18000.0
2017-06-01,18000.0
2017-06-02,18100.0
2017-06-05,17500.0
2017-06-06,17300.0
2017-06-07,17300.0
2017-06-08,17300.0
2017-06-09,17000.0
2017-06-12,17000.0
2017-06-13,16100.0
2017-06-14,16500.0
2017-06-15,16500.0
2017-06-16,16500.0
2017-06-19,16800.0
2017-06-20,17000.0
2017-06-21,17000.0
2017-06-22,16500.0
2017-06-23,
2017-06-26,16000.0
2017-06-27,16000.0
2017-06-28,16300.0
2017-06-29,16300.0
2017-06-30,16300.0
2017-07-03,16500.0
2017-07-05,15500.0
2017-07-06,16300.0
2017-07-07,16500.0
2017-07-10,16200.0
2017-07-11,16200.0
2017-07-12,16000.0
2017-07-13,16000.0
2017-07-14,15900.0
2017-07-17,15500.0
2017-07-18,15500.0
2017-07-19,15800.0
2017-07-20,15800.0
2017-07-21,15500.0
2017-07-24,15700.0
2017-07-25,15700.0
2017-07-26,15700.0
2017-07-27,15700.0
2017-07-28,15700.0
2017-07-31,15700.0
2017-08-01,15600.0
2017-08-02,15600.0
2017-08-03,15600.0
2017-08-04,15600.0
2017-08-07,15600.0
2017-08-08,15400.0
2017-08-09,15400.0
2017-08-10,15400.0
2017-08-11,15400.0
2017-08-14,15000.0
2017-08-15,15000.0
2017-08-16,15200.0
2017-08-17,15200.0
2017-08-18,14500.0
2017-08-21,14500.0
2017-08-22,14500.0
2017-08-23,14000.0
2017-08-24,14000.0
2017-08-25,14000.0
2017-08-28,13500.0
2017-08-29,13500.0
2017-08-30,13000.0
2017-08-31,13500.0
2017-09-01,13600.0
2017-09-05,13500.0
2017-09-06,13000.0
2017-09-07,13400.0
2017-09-08,13400.0
2017-09-11,13400.0
2017-09-12,12600.0
2017-09-13,13800.0
2017-09-14,14200.0
2017-09-15,14200.0
2017-09-18,14200.0
2017-09-19,14200.0
2017-09-20,13900.0
2017-09-21,13800.0
2017-09-22,13800.0
2017-09-25,13800.0
2017-09-26,13800.0
2017-09-27,13500.0
2017-09-28,14000.0
2017-09-29,14000.0
2017-10-02,14000.0
2017-10-03,14600.0
2017-10-04,14600.0
2017-10-05,14600.0
2017-10-06,14600.0
2017-10-09,14600.0
2017-10-10,14600.0
2017-10-11,15000.0
2017-10-12,15000.0
2017-10-13,15000.0
2017-10-16,14500.0
2017-10-17,14400.0
2017-10-18,14500.0
2017-10-19,14700.0
2017-10-20,15000.0
2017-10-23,15000.0
2017-10-24,16500.0
2017-10-25,17000.0
2017-10-26,17000.0
2017-10-27,17000.0
2017-10-30,16000.0
2017-10-31,16000.0
2017-11-01,16000.0
2017-11-02,15600.0
2017-11-03,15600.0
2017-11-06,15600.0
2017-11-07,15600.0
2017-11-08,15600.0
2017-11-09,15600.0
2017-11-10,15600.0
2017-11-13,15600.0
2017-11-14,15500.0
2017-11-15,15500.0
2017-11-16,15500.0
2017-11-17,16000.0
2017-11-20,16500.0
2017-11-21,16500.0
2017-11-22,15500.0
2017-11-24,16000.0
2017-11-27,16500.0
2017-11-28,16500.0
2017-11-29,16500.0
2017-11-30,16000.0
2017-12-01,16000.0
2017-12-04,16000.0
2017-12-05,16000.0
2017-12-06,15500.0
2017-12-07,15500.0
2017-12-08,15500.0
2017-12-11,15500.0
2017-12-12,15600.0
2017-12-13,15600.0
2017-12-14,16800.0
2017-12-15,15800.0
2017-12-18,15500.0
2017-12-19,15500.0
2017-12-20,16000.0
2017-12-21,16000.0
2017-12-22,16000.0
2017-12-26,15500.0
2017-12-27,16000.0
2017-12-28,16800.0
2017-12-29,18300.0
2018-01-02,17500.0
2018-01-03,16300.0
2018-01-04,15100.0
2018-01-05,15600.0
2018-01-08,15000.0
2018-01-09,
2018-01-10,15000.0
2018-01-11,15000.0
2018-01-12,15000.0
2018-01-16,15000.0
2018-01-17,15000.0
2018-01-18,15000.0
2018-01-19,15000.0
2018-01-22,15000.0
2018-01-23,15000.0
2018-01-24,
2018-01-25,
2018-01-26,14900.0
2018-01-29,
2018-01-30,14000.0
2018-01-31,14000.0
2018-02-01,
2018-02-02,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-26,
2018-03-27,
2018-03-28,
2018-03-29,
2018-04-02,
2018-04-03,
2018-04-04,
2018-04-05,
2018-04-06,
2018-04-09,
2018-04-10,
2018-04-11,
2018-04-12,
2018-04-13,
2018-04-16,
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,
2018-04-27,
2018-04-30,
2018-05-01,
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-07,
2018-05-08,
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,
2018-05-18,
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,
2018-06-04,
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,
2018-07-17,
2018-07-18,
2018-07-19,
2018-07-20,
2018-07-23,
2018-07-24,
2018-07-25,
2018-07-26,
2018-07-27,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-27,
2018-08-28,
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-06,
2018-12-07,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-24,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-31,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-05,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-29,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-03,
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,
2020-02-10,
2020-02-11,
2020-02-12,
2020-02-13,
2020-02-14,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-03-02,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-09,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-23,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-30,
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,
2020-04-13,
2020-04-14,
2020-04-15,
2020-04-16,
2020-04-17,
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-27,
2020-04-28,
2020-04-29,
2020-04-30,
2020-05-01,
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,
2020-05-08,
